Year,Month,Month_Name,Price_Index,Date
1847.0,2,Feb,93.0,1847.0-02
1847.0,3,Mar,89.0,1847.0-03
1847.0,4,Apr,92.0,1847.0-04
1847.0,5,May,94.0,1847.0-05
1847.0,6,June,99.0,1847.0-06
1847.0,7,July,93.0,1847.0-07
1847.0,8,Aug,94.0,1847.0-08
1847.0,9,Sept,94.0,1847.0-09
1847.0,10,Oct,87.0,1847.0-10
1847.0,11,Nov,82.0,1847.0-11
1847.0,12,Dec,78.0,1847.0-12
1848.0,1,Jan,75.0,1848.0-01
1848.0,2,Feb,73.0,1848.0-02
1848.0,3,Mar,71.0,1848.0-03
1848.0,4,Apr,68.0,1848.0-04
1848.0,5,May,67.0,1848.0-05
1848.0,6,June,65.0,1848.0-06
1848.0,7,July,65.0,1848.0-07
1848.0,8,Aug,65.0,1848.0-08
1848.0,9,Sept,65.0,1848.0-09
1848.0,10,Oct,66.0,1848.0-10
1848.0,11,Nov,64.0,1848.0-11
1848.0,12,Dec,65.0,1848.0-12
1849.0,1,Jan,67.0,1849.0-01
1849.0,2,Feb,67.0,1849.0-02
1849.0,3,Mar,67.0,1849.0-03
1849.0,4,Apr,65.0,1849.0-04
1849.0,5,May,68.0,1849.0-05
1849.0,6,June,69.0,1849.0-06
1849.0,7,July,73.0,1849.0-07
1849.0,8,Aug,77.0,1849.0-08
1849.0,9,Sept,77.0,1849.0-09
1849.0,10,Oct,82.0,1849.0-10
1849.0,11,Nov,82.0,1849.0-11
1849.0,12,Dec,84.0,1849.0-12
1850.0,1,Jan,87.0,1850.0-01
1850.0,2,Feb,86.0,1850.0-02
1850.0,3,Mar,82.0,1850.0-03
1850.0,4,Apr,81.0,1850.0-04
1850.0,5,May,84.0,1850.0-05
1850.0,6,June,87.0,1850.0-06
1850.0,7,July,88.0,1850.0-07
1850.0,8,Aug,89.0,1850.0-08
1850.0,9,Sept,89.0,1850.0-09
1850.0,10,Oct,91.0,1850.0-10
1850.0,11,Nov,92.0,1850.0-11
1850.0,12,Dec,88.0,1850.0-12
1851.0,1,Jan,91.0,1851.0-01
1851.0,2,Feb,90.0,1851.0-02
1851.0,3,Mar,82.0,1851.0-03
1851.0,4,Apr,82.0,1851.0-04
1851.0,5,May,78.0,1851.0-05
1851.0,6,June,76.0,1851.0-06
1851.0,7,July,75.0,1851.0-07
1851.0,8,Aug,74.0,1851.0-08
1851.0,9,Sept,75.0,1851.0-09
1851.0,10,Oct,71.0,1851.0-10
1851.0,11,Nov,70.0,1851.0-11
1851.0,12,Dec,71.0,1851.0-12
1852.0,1,Jan,72.0,1852.0-01
1852.0,2,Feb,71.0,1852.0-02
1852.0,3,Mar,71.0,1852.0-03
1852.0,4,Apr,72.0,1852.0-04
1852.0,5,May,75.0,1852.0-05
1852.0,6,June,77.0,1852.0-06
1852.0,7,July,80.0,1852.0-07
1852.0,8,Aug,82.0,1852.0-08
1852.0,9,Sept,82.0,1852.0-09
1852.0,10,Oct,82.0,1852.0-10
1852.0,11,Nov,80.0,1852.0-11
1852.0,12,Dec,79.0,1852.0-12
1853.0,2,Feb,82.0,1853.0-02
1853.0,3,Mar,82.0,1853.0-03
1853.0,4,Apr,82.0,1853.0-04
1853.0,5,May,83.0,1853.0-05
1853.0,6,June,82.0,1853.0-06
1853.0,7,July,84.0,1853.0-07
1853.0,8,Aug,84.0,1853.0-08
1853.0,9,Sept,86.0,1853.0-09
1853.0,10,Oct,86.0,1853.0-10
1853.0,11,Nov,87.0,1853.0-11
1853.0,12,Dec,86.0,1853.0-12
1854.0,1,Jan,86.0,1854.0-01
1854.0,2,Feb,89.0,1854.0-02
1854.0,3,Mar,87.0,1854.0-03
1854.0,4,Apr,83.0,1854.0-04
1854.0,5,May,86.0,1854.0-05
1854.0,6,June,88.0,1854.0-06
1854.0,7,July,88.0,1854.0-07
1854.0,8,Aug,88.0,1854.0-08
1854.0,9,Sept,88.0,1854.0-09
1854.0,10,Oct,89.0,1854.0-10
1854.0,11,Nov,90.0,1854.0-11
1854.0,12,Dec,88.0,1854.0-12
1855.0,2,Feb,90.0,1855.0-02
1855.0,3,Mar,91.0,1855.0-03
1855.0,4,Apr,96.0,1855.0-04
1855.0,5,May,104.0,1855.0-05
1855.0,7,July,104.0,1855.0-07
1855.0,8,Aug,105.0,1855.0-08
1855.0,9,Sept,95.0,1855.0-09
1855.0,10,Oct,94.0,1855.0-10
1855.0,11,Nov,97.0,1855.0-11
1855.0,12,Dec,98.0,1855.0-12
1856.0,1,Jan,94.0,1856.0-01
1856.0,2,Feb,96.0,1856.0-02
1856.0,3,Mar,95.0,1856.0-03
1856.0,4,Apr,94.0,1856.0-04
1856.0,5,May,93.0,1856.0-05
1856.0,6,June,94.0,1856.0-06
1856.0,7,July,98.0,1856.0-07
1856.0,8,Aug,102.0,1856.0-08
1856.0,9,Sept,100.0,1856.0-09
1856.0,11,Nov,99.0,1856.0-11
1856.0,12,Dec,100.0,1856.0-12
1857.0,1,Jan,105.0,1857.0-01
1857.0,2,Feb,107.0,1857.0-02
1857.0,3,Mar,109.0,1857.0-03
1857.0,6,June,115.0,1857.0-06
1857.0,7,July,115.0,1857.0-07
1857.0,8,Aug,115.0,1857.0-08
1857.0,10,Oct,95.0,1857.0-10
1857.0,11,Nov,97.0,1857.0-11
1857.0,12,Dec,86.0,1857.0-12
1858.0,1,Jan,85.0,1858.0-01
1858.0,2,Feb,89.0,1858.0-02
1858.0,3,Mar,89.0,1858.0-03
1858.0,4,Apr,91.0,1858.0-04
1858.0,5,May,92.0,1858.0-05
1858.0,6,June,89.0,1858.0-06
1858.0,7,July,93.0,1858.0-07
1858.0,8,Aug,92.0,1858.0-08
1858.0,9,Sept,95.0,1858.0-09
1858.0,10,Oct,94.0,1858.0-10
1858.0,11,Nov,89.0,1858.0-11
1858.0,12,Dec,88.0,1858.0-12
1859.0,1,Jan,88.0,1859.0-01
1859.0,2,Feb,91.0,1859.0-02
1859.0,3,Mar,96.0,1859.0-03
1859.0,4,Apr,96.0,1859.0-04
1859.0,5,May,95.0,1859.0-05
1859.0,6,June,97.0,1859.0-06
1859.0,7,July,94.0,1859.0-07
1859.0,8,Aug,97.0,1859.0-08
1859.0,9,Sept,94.0,1859.0-09
1859.0,10,Oct,94.0,1859.0-10
1859.0,11,Nov,94.0,1859.0-11
1859.0,12,Dec,94.0,1859.0-12
1860.0,1,Jan,94.0,1860.0-01
1860.0,2,Feb,96.0,1860.0-02
1860.0,3,Mar,95.0,1860.0-03
1860.0,4,Apr,95.0,1860.0-04
1860.0,5,May,95.0,1860.0-05
1860.0,6,June,95.0,1860.0-06
1860.0,7,July,95.0,1860.0-07
1860.0,8,Aug,95.0,1860.0-08
1860.0,9,Sept,96.0,1860.0-09
1860.0,10,Oct,92.0,1860.0-10
1860.0,11,Nov,92.0,1860.0-11
1860.0,12,Dec,91.0,1860.0-12
1861.0,1,Jan,95.0,1861.0-01
1861.0,2,Feb,96.0,1861.0-02
1861.0,3,Mar,94.0,1861.0-03
1861.0,4,Apr,94.0,1861.0-04
1861.0,5,May,100.0,1861.0-05
1861.0,6,June,107.0,1861.0-06
1861.0,7,July,108.0,1861.0-07
1861.0,8,Aug,114.0,1861.0-08
1861.0,9,Sept,116.0,1861.0-09
1861.0,10,Oct,124.0,1861.0-10
1861.0,11,Nov,156.0,1861.0-11
1861.0,12,Dec,151.0,1861.0-12
