Year,Wheat,Rye,Barley,Oats,Peas,Beans,Potato,Hops,Net,Straw,Mustard,Saffron,source,country,currency,period,avg_grain_price,avg_legume_price,grain_price_volatility,grain_price_trend,Rye_relative_to_wheat,Barley_relative_to_wheat,Oats_relative_to_wheat,century,period_classification
1333,0.61,0.4,0.26,0.65,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.48,,0.11443702780714533,0.4566666666666667,0.6557377049180328,0.42622950819672134,1.0655737704918034,1300,Late_Medieval
1334,0.5,0.34,0.22,,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.35333333333333333,,0.12442599689656389,0.4399166666666667,0.68,0.44,,1300,Late_Medieval
1335,0.51,0.35,0.22,0.48,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.39,,0.13982727440190879,0.43979166666666664,0.6862745098039215,0.43137254901960786,0.9411764705882353,1300,Late_Medieval
1336,0.57,0.39,0.22,0.44,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.40499999999999997,,0.13804957509961852,0.4255416666666667,0.6842105263157896,0.3859649122807018,0.7719298245614036,1300,Late_Medieval
1337,0.51,0.35,0.2,0.44,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.375,,0.12263390262922444,0.4220416666666667,0.6862745098039215,0.39215686274509803,0.8627450980392157,1300,Late_Medieval
1338,0.43,0.26,0.18,0.34,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3025,,0.0662745412267399,0.43079166666666663,0.6046511627906977,0.41860465116279066,0.7906976744186047,1300,Late_Medieval
1339,0.39,0.2,0.13,0.27,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.24750000000000003,,0.05483730144372227,0.43866666666666665,0.5128205128205129,0.3333333333333333,0.6923076923076923,1300,Late_Medieval
1340,0.68,0.39,0.19,0.53,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4475,,0.06680402516149615,0.4282916666666666,0.5735294117647058,0.27941176470588236,0.7794117647058824,1300,Late_Medieval
1341,0.46,0.33,0.22,0.44,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3625,,0.06727018490964487,0.42791666666666667,0.717391304347826,0.47826086956521735,0.9565217391304347,1300,Late_Medieval
1342,0.52,0.36,0.22,0.4,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.375,,0.06639580391694803,0.4334166666666667,0.6923076923076923,0.4230769230769231,0.7692307692307693,1300,Late_Medieval
1343,0.48,0.36,0.22,0.42,3.08,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.37,3.08,0.09089103671735507,0.4412916666666667,0.75,0.45833333333333337,0.875,1300,Late_Medieval
1344,0.68,0.44,0.27,0.55,1.84,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.48500000000000004,1.84,0.09795442534385299,0.44854166666666667,0.6470588235294117,0.39705882352941174,0.8088235294117647,1300,Late_Medieval
1345,0.44,0.34,0.21,0.39,3.33,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.345,3.33,0.08735344870123915,0.45437500000000003,0.7727272727272728,0.47727272727272724,0.8863636363636364,1300,Late_Medieval
1346,0.49,0.36,0.24,0.44,1.38,6.32,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.38249999999999995,3.85,0.09030196257249597,0.456125,0.7346938775510204,0.4897959183673469,0.8979591836734694,1300,Late_Medieval
1347,0.82,0.51,0.28,0.65,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5650000000000001,,0.1284079869443919,0.461625,0.6219512195121951,0.34146341463414637,0.7926829268292683,1300,Late_Medieval
1348,0.77,0.52,0.29,0.61,2.07,4.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5475,3.035,0.17493351911829563,0.47524999999999995,0.6753246753246753,0.3766233766233766,0.7922077922077921,1300,Late_Medieval
1349,0.49,0.26,0.16,0.34,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3125,,0.17100215235812413,0.49087499999999995,0.5306122448979592,0.326530612244898,0.6938775510204083,1300,Late_Medieval
1350,0.71,0.45,0.29,0.53,1.67,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.495,1.67,0.17154708618270892,0.506125,0.6338028169014085,0.4084507042253521,0.7464788732394367,1300,Late_Medieval
1351,0.97,0.7,0.46,0.78,2.42,18.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.7275,10.21,0.16349503050551714,0.5098750000000001,0.7216494845360825,0.4742268041237114,0.8041237113402062,1300,Late_Medieval
1352,1.3,0.8,0.48,0.85,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.8575,,0.15435888917281906,0.521625,0.6153846153846154,0.3692307692307692,0.6538461538461539,1300,Late_Medieval
1353,0.63,0.61,0.44,0.82,2.42,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.625,2.42,0.15719083412633608,0.533,0.9682539682539683,0.6984126984126984,1.3015873015873014,1300,Late_Medieval
1354,0.53,0.7,0.25,0.4,2.59,19.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.47,10.795,0.15793458561484658,0.549625,1.320754716981132,0.4716981132075471,0.7547169811320755,1300,Late_Medieval
1355,0.69,0.32,0.26,0.43,2.76,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.425,2.76,0.13047349667014102,0.560875,0.46376811594202905,0.3768115942028986,0.6231884057971014,1300,Late_Medieval
1356,0.74,0.5,0.27,0.55,2.42,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.515,2.42,0.12845259609850015,0.5734999999999999,0.6756756756756757,0.3648648648648649,0.7432432432432433,1300,Late_Medieval
1357,0.77,0.56,0.37,0.89,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.6475000000000001,,0.11993314109675147,0.58025,0.7272727272727273,0.4805194805194805,1.155844155844156,1300,Late_Medieval
1358,0.84,0.58,0.35,0.69,3.03,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.615,3.03,0.07291976183906955,0.5816250000000001,0.6904761904761905,0.41666666666666663,0.8214285714285714,1300,Late_Medieval
1359,0.71,0.67,0.29,0.54,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5525,,0.08417079197810946,0.5855,0.943661971830986,0.4084507042253521,0.7605633802816902,1300,Late_Medieval
1360,0.77,0.59,0.25,0.48,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5225,,0.08819328520672942,0.6012500000000001,0.7662337662337662,0.3246753246753247,0.6233766233766234,1300,Late_Medieval
1361,0.74,0.69,0.31,0.65,13.33,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5975,13.33,0.06683572314929236,0.635,0.9324324324324323,0.4189189189189189,0.8783783783783784,1300,Late_Medieval
1362,0.59,0.81,0.34,0.67,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.6025,,0.0664600966328248,0.632375,1.3728813559322035,0.576271186440678,1.1355932203389831,1300,Late_Medieval
1363,0.86,0.77,0.36,0.82,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.7024999999999999,,0.06494869770313566,0.613875,0.8953488372093024,0.41860465116279066,0.9534883720930232,1300,Late_Medieval
1364,1.08,0.74,0.33,0.69,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.71,,0.06526441943696741,0.61275,0.6851851851851851,0.3055555555555555,0.6388888888888888,1300,Late_Medieval
1365,0.85,0.71,0.29,0.54,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5975,,0.06322139230074268,0.613375,0.8352941176470589,0.3411764705882353,0.6352941176470589,1300,Late_Medieval
1366,0.65,0.66,0.28,0.48,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5175000000000001,,0.18276825794188406,0.6260000000000001,1.0153846153846153,0.4307692307692308,0.7384615384615384,1300,Late_Medieval
1367,0.64,0.72,0.32,0.69,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5925,,0.18078455563337123,0.635125,1.125,0.5,1.078125,1300,Late_Medieval
1368,0.89,0.57,0.33,0.71,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.625,,0.18983472343652563,0.6245,0.6404494382022471,0.3707865168539326,0.797752808988764,1300,Late_Medieval
1369,0.83,0.6,0.34,0.74,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.6275,,0.19059410041003652,0.61275,0.7228915662650602,0.4096385542168675,0.891566265060241,1300,Late_Medieval
1370,1.82,1.12,0.5,1.24,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,1.1700000000000002,,0.1974822425209697,0.603125,0.6153846153846154,0.2747252747252747,0.6813186813186813,1300,Late_Medieval
1371,0.86,0.76,0.36,0.72,6.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.675,6.0,0.19729085269103466,0.5995,0.8837209302325582,0.41860465116279066,0.8372093023255813,1300,Late_Medieval
1372,0.74,0.51,0.26,0.44,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4875,,0.1924413691376039,0.59325,0.6891891891891893,0.35135135135135137,0.5945945945945946,1300,Late_Medieval
1373,0.93,0.58,0.3,0.6,12.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.6025,12.0,0.20495866792003584,0.58475,0.6236559139784945,0.3225806451612903,0.6451612903225806,1300,Late_Medieval
1374,0.67,0.45,0.26,0.55,20.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.48250000000000004,20.0,0.22195219705553212,0.5702499999999999,0.6716417910447761,0.3880597014925373,0.8208955223880597,1300,Late_Medieval
1375,1.06,0.6,0.35,0.7,20.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.6775,20.0,0.23702452404761828,0.558625,0.5660377358490566,0.330188679245283,0.660377358490566,1300,Late_Medieval
1376,0.98,0.64,0.36,0.81,20.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.6975,20.0,0.12767390101348033,0.549875,0.653061224489796,0.3673469387755102,0.826530612244898,1300,Late_Medieval
1377,0.53,0.47,0.25,0.49,17.49,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.435,17.49,0.11679041056525136,0.549125,0.8867924528301886,0.4716981132075471,0.9245283018867924,1300,Late_Medieval
1378,0.47,0.37,0.22,0.46,3.73,18.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.38,10.865,0.11895494011506103,0.537625,0.7872340425531915,0.46808510638297873,0.9787234042553192,1300,Late_Medieval
1379,0.46,0.32,0.22,0.44,16.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.36,16.0,0.11571636780411731,0.52225,0.6956521739130435,0.47826086956521735,0.9565217391304347,1300,Late_Medieval
1380,0.71,0.39,0.24,0.46,16.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.45,16.0,0.11571516754514068,0.50675,0.5492957746478874,0.3380281690140845,0.647887323943662,1300,Late_Medieval
1381,0.74,0.41,0.27,0.47,16.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4725,16.0,0.09312625838075952,0.47162500000000007,0.5540540540540541,0.3648648648648649,0.6351351351351351,1300,Late_Medieval
1382,0.62,0.39,0.24,0.48,16.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4325,16.0,0.043855824394637956,0.47474999999999995,0.6290322580645161,0.3870967741935484,0.7741935483870968,1300,Late_Medieval
1383,0.6,0.39,0.23,0.43,13.33,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4125,13.33,0.049405493396764776,0.47175,0.65,0.38333333333333336,0.7166666666666667,1300,Late_Medieval
1384,0.59,0.46,0.29,0.57,13.33,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.47750000000000004,13.33,0.05905741086246306,0.4585,0.7796610169491526,0.4915254237288135,0.9661016949152542,1300,Late_Medieval
1385,0.51,0.39,0.26,0.53,13.33,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.42250000000000004,13.33,0.0651499339131582,0.45225,0.7647058823529412,0.5098039215686274,1.0392156862745099,1300,Late_Medieval
1386,0.64,0.4,0.28,0.69,13.33,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5025,13.33,0.06636598861197229,0.438125,0.625,0.43750000000000006,1.078125,1300,Late_Medieval
1387,0.53,0.36,0.19,0.37,13.33,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.36250000000000004,13.33,0.12085919263524983,0.42424999999999996,0.6792452830188679,0.3584905660377358,0.6981132075471698,1300,Late_Medieval
1388,0.43,0.29,0.18,0.37,14.6,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3175,14.6,0.12092697520955907,0.428625,0.6744186046511628,0.41860465116279066,0.8604651162790697,1300,Late_Medieval
1389,0.41,0.27,0.19,0.4,13.82,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3175,13.82,0.1253761008592413,0.4365,0.6585365853658537,0.4634146341463415,0.9756097560975611,1300,Late_Medieval
1390,0.71,0.4,0.26,0.5,6.67,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.46749999999999997,6.67,0.12680365399572147,0.440875,0.5633802816901409,0.36619718309859156,0.7042253521126761,1300,Late_Medieval
1391,1.05,0.68,0.38,0.84,14.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.7374999999999999,14.0,0.12716158792829077,0.441875,0.6476190476190476,0.3619047619047619,0.7999999999999999,1300,Late_Medieval
1392,0.61,0.41,0.25,0.44,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4275,,0.12401388811114837,0.44437499999999996,0.6721311475409836,0.4098360655737705,0.7213114754098361,1300,Late_Medieval
1393,0.39,0.32,0.21,0.43,12.59,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.33749999999999997,12.59,0.12691860908997277,0.45600000000000007,0.8205128205128205,0.5384615384615384,1.1025641025641024,1300,Late_Medieval
1394,0.45,0.33,0.23,0.42,14.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3575,14.0,0.124291324449188,0.46287500000000004,0.7333333333333334,0.5111111111111111,0.9333333333333332,1300,Late_Medieval
1395,0.46,0.4,0.24,0.48,12.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.395,12.0,0.11512070959552742,0.45912499999999995,0.8695652173913043,0.5217391304347826,1.0434782608695652,1300,Late_Medieval
1396,0.53,0.39,0.23,0.53,10.32,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.42000000000000004,10.32,0.11512945612078017,0.45675,0.7358490566037735,0.4339622641509434,1.0,1300,Late_Medieval
1397,0.75,0.46,0.28,0.6,2.39,14.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5225,8.195,0.06978389260185085,0.449875,0.6133333333333334,0.37333333333333335,0.7999999999999999,1300,Late_Medieval
1398,0.65,0.54,0.35,0.61,2.62,16.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5375,9.31,0.09824855102126324,0.44975000000000004,0.8307692307692308,0.5384615384615384,0.9384615384615385,1300,Late_Medieval
1399,0.6,0.4,0.24,0.55,19.6,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4475,19.6,0.0896075548650273,0.456375,0.6666666666666667,0.4,0.9166666666666667,1300,Late_Medieval
1400,0.67,0.44,0.26,0.51,18.47,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.47000000000000003,18.47,0.08318361550743558,0.46725000000000005,0.6567164179104478,0.3880597014925373,0.7611940298507462,1400,Late_Medieval
1401,0.84,0.45,0.26,0.54,18.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5225,18.0,0.08600104973519536,0.476875,0.5357142857142857,0.30952380952380953,0.6428571428571429,1400,Late_Medieval
1402,1.06,0.66,0.3,0.64,18.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.665,18.0,0.0925716689321786,0.46637500000000004,0.6226415094339622,0.2830188679245283,0.6037735849056604,1400,Late_Medieval
1403,0.72,0.51,0.29,0.68,2.52,18.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.55,10.26,0.09941355820790011,0.46637500000000004,0.7083333333333334,0.4027777777777778,0.9444444444444445,1400,Late_Medieval
1404,0.54,0.42,0.24,0.41,2.45,1.13,15.16,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.40249999999999997,1.79,0.0965735902477138,0.469,0.7777777777777777,0.4444444444444444,0.7592592592592592,1400,Late_Medieval
1405,0.51,0.37,0.21,0.41,2.54,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.375,2.54,0.09916876748475012,0.47175,0.7254901960784313,0.4117647058823529,0.8039215686274509,1400,Late_Medieval
1406,0.43,0.34,0.22,0.47,2.76,14.69,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.365,8.725,0.11604118042986096,0.47350000000000003,0.7906976744186047,0.5116279069767442,1.0930232558139534,1400,Late_Medieval
1407,0.49,0.32,0.21,0.42,2.16,13.73,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.36,7.945,0.11621460034493654,0.479375,0.653061224489796,0.42857142857142855,0.8571428571428571,1400,Late_Medieval
1408,0.69,0.39,0.24,0.48,2.53,14.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.45,8.265,0.09928529319312318,0.483,0.5652173913043479,0.34782608695652173,0.6956521739130435,1400,Late_Medieval
1409,0.8,0.47,0.34,0.53,2.56,2.5,14.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.535,2.5300000000000002,0.09697544076265442,0.481,0.5874999999999999,0.425,0.6625,1400,Late_Medieval
1410,0.95,0.61,0.32,0.76,2.64,2.67,13.49,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.66,2.6550000000000002,0.09649014054411055,0.479875,0.6421052631578947,0.33684210526315794,0.8,1400,Late_Medieval
1411,0.68,0.48,0.31,0.64,2.84,1.58,14.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5275000000000001,2.21,0.09323692937886782,0.47912499999999997,0.7058823529411764,0.45588235294117646,0.9411764705882353,1400,Late_Medieval
1412,0.58,0.39,0.24,0.5,2.58,1.83,13.66,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4275,2.205,0.09049861877399007,0.476875,0.6724137931034484,0.41379310344827586,0.8620689655172414,1400,Late_Medieval
1413,0.55,0.34,0.25,0.42,2.32,1.67,12.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.39,1.9949999999999999,0.08838206203121128,0.46274999999999994,0.6181818181818182,0.45454545454545453,0.7636363636363636,1400,Late_Medieval
1414,0.51,0.37,0.27,0.5,,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4125,,0.08686875477152615,0.45375000000000004,0.7254901960784313,0.5294117647058824,0.9803921568627451,1400,Late_Medieval
1415,0.52,0.39,0.25,0.56,2.94,1.15,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.43000000000000005,2.045,0.08905717576678225,0.45387500000000003,0.75,0.4807692307692307,1.076923076923077,1400,Late_Medieval
1416,0.74,0.5,0.29,0.62,2.75,1.33,14.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5375,2.04,0.06633720675458071,0.45475000000000004,0.6756756756756757,0.3918918918918919,0.8378378378378378,1400,Late_Medieval
1417,0.97,0.56,0.28,0.57,2.22,0.67,10.16,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.595,1.445,0.06331633543828419,0.45550000000000007,0.577319587628866,0.288659793814433,0.5876288659793814,1400,Late_Medieval
1418,0.66,0.39,0.25,0.69,2.9,1.5,17.33,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4975,2.2,0.06770493581219408,0.45474999999999993,0.5909090909090909,0.3787878787878788,1.0454545454545454,1400,Late_Medieval
1419,0.82,0.37,0.22,0.29,3.05,1.17,17.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.425,2.11,0.07025795724012722,0.44925,0.45121951219512196,0.2682926829268293,0.35365853658536583,1400,Late_Medieval
1420,0.54,0.43,0.29,0.56,3.29,1.0,14.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.455,2.145,0.07083823512451128,0.44825,0.7962962962962963,0.537037037037037,1.037037037037037,1400,Late_Medieval
1421,0.75,0.39,0.22,0.55,1.93,1.53,11.83,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.47750000000000004,1.73,0.0734019565285709,0.44712499999999994,0.52,0.29333333333333333,0.7333333333333334,1400,Late_Medieval
1422,0.59,0.34,0.21,0.39,1.97,0.83,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.38249999999999995,1.4,0.07026537000701136,0.442125,0.576271186440678,0.3559322033898305,0.6610169491525424,1400,Late_Medieval
1423,0.47,0.4,0.22,0.39,2.64,1.17,10.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.37,1.905,0.04964876634922555,0.44175,0.8510638297872342,0.46808510638297873,0.8297872340425533,1400,Late_Medieval
1424,0.5,0.35,0.21,0.56,2.27,1.0,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.405,1.635,0.044588395351256964,0.4485,0.7,0.42,1.12,1400,Late_Medieval
1425,0.57,0.34,0.24,0.42,2.82,11.45,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.39249999999999996,7.135,0.05790617410950229,0.45062499999999994,0.5964912280701755,0.4210526315789474,0.736842105263158,1400,Late_Medieval
1426,0.51,0.36,0.19,0.46,2.26,13.86,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.38,8.059999999999999,0.09306359832573273,0.44849999999999995,0.7058823529411764,0.37254901960784315,0.9019607843137255,1400,Late_Medieval
1427,0.46,0.34,0.21,0.37,1.94,1.0,14.0,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.345,1.47,0.0912246920764572,0.44175,0.7391304347826088,0.45652173913043476,0.8043478260869564,1400,Late_Medieval
1428,0.47,0.3,0.22,0.37,2.24,0.92,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.33999999999999997,1.58,0.09030080902799874,0.4316249999999999,0.6382978723404256,0.46808510638297873,0.7872340425531915,1400,Late_Medieval
1429,0.84,0.44,0.32,0.46,2.39,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.515,2.39,0.09339469708952661,0.4375,0.5238095238095238,0.380952380952381,0.5476190476190477,1400,Late_Medieval
1430,0.83,0.46,0.29,0.97,2.5,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.6375,2.5,0.09272307935160713,0.460375,0.5542168674698795,0.3493975903614458,1.1686746987951808,1400,Late_Medieval
1431,0.68,0.34,0.23,0.46,1.97,2.5,9.49,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4275,2.235,0.0930430754483582,0.466125,0.5,0.338235294117647,0.676470588235294,1400,Late_Medieval
1432,0.48,0.32,0.19,0.69,2.5,13.64,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.42,8.07,0.09160452439093211,0.45837500000000003,0.6666666666666667,0.39583333333333337,1.4375,1400,Late_Medieval
1433,0.77,0.4,0.23,0.7,2.97,0.67,13.33,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.5249999999999999,1.82,0.08692629381007534,0.45475000000000004,0.5194805194805195,0.2987012987012987,0.9090909090909091,1400,Late_Medieval
1434,0.58,0.44,0.24,0.56,2.49,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.455,2.49,0.09154878784317978,0.45574999999999993,0.7586206896551725,0.41379310344827586,0.9655172413793105,1400,Late_Medieval
1435,0.54,0.33,0.19,0.49,2.44,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3875,2.44,0.1578888497927858,0.45287499999999997,0.611111111111111,0.35185185185185186,0.9074074074074073,1400,Late_Medieval
1436,0.66,0.27,0.19,0.49,16.0,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4025,16.0,0.153425923131943,0.44875,0.4090909090909091,0.28787878787878785,0.7424242424242424,1400,Late_Medieval
1437,0.62,0.29,0.2,0.46,2.21,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.39249999999999996,2.21,0.1628327789141022,0.45024999999999993,0.46774193548387094,0.32258064516129037,0.7419354838709677,1400,Late_Medieval
1438,1.14,0.44,0.31,0.57,2.32,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.615,2.32,0.17208383777165773,0.454125,0.3859649122807018,0.2719298245614035,0.5,1400,Late_Medieval
1439,1.35,0.78,0.35,1.05,2.75,1.63,14.67,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.8825000000000001,2.19,0.1739909400578726,0.455375,0.5777777777777777,0.25925925925925924,0.7777777777777778,1400,Late_Medieval
1440,0.87,0.51,0.22,0.68,2.39,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.57,2.39,0.17847268698599233,0.44825,0.5862068965517242,0.25287356321839083,0.7816091954022989,1400,Late_Medieval
1441,0.43,0.27,0.16,0.43,2.25,1.5,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3225,1.875,0.18367411509397713,0.434375,0.627906976744186,0.37209302325581395,1.0,1400,Late_Medieval
1442,0.47,0.27,0.16,0.34,2.99,,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.31,2.99,0.1834545054108935,0.433875,0.574468085106383,0.34042553191489366,0.723404255319149,1400,Late_Medieval
1443,0.48,0.32,0.27,0.49,2.91,13.33,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.39,8.120000000000001,0.1825620138169189,0.432125,0.6666666666666667,0.5625000000000001,1.0208333333333333,1400,Late_Medieval
1444,0.47,0.28,0.21,0.43,2.53,1.02,16.24,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.3475,1.775,0.17566065770873873,0.4245,0.5957446808510639,0.4468085106382979,0.9148936170212766,1400,Late_Medieval
1445,0.43,0.27,0.19,0.35,1.99,9.33,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.30999999999999994,5.66,0.07696319466688815,0.422125,0.627906976744186,0.4418604651162791,0.813953488372093,1400,Late_Medieval
1446,0.66,0.27,0.22,0.49,2.21,13.33,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.41000000000000003,7.77,0.03949683531626284,0.42000000000000004,0.4090909090909091,0.3333333333333333,0.7424242424242424,1400,Late_Medieval
1447,0.69,0.3,0.21,0.49,1.99,9.2,,,,,,,Agprice_table_PDF,England,shillings,Medieval_to_Modern,0.4225,5.595,0.04061677267117873,0.41762499999999997,0.4347826086956522,0.30434782608695654,0.7101449275362319,1400,Late_Medieval
